"STATISTIC","STATISTIC Label","TLIST(M1)","Month","C02064V02491","Type of Milk","UNIT","VALUE"
"AKM02","Milk Sales (Dairy) for Human Consumption","199304","1993 April","012","Whole Milk","Million Litres","36.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","199304","1993 April","013","Skimmed and Semi-skimmed milk","Million Litres","6.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199304","1993 April","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199304","1993 April","015","Semi-skimmed milk","Million Litres","6.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","199305","1993 May","001","All Milk","Million Litres","43.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199305","1993 May","012","Whole Milk","Million Litres","36.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","199305","1993 May","013","Skimmed and Semi-skimmed milk","Million Litres","6.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199305","1993 May","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199305","1993 May","015","Semi-skimmed milk","Million Litres","6.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","199306","1993 June","001","All Milk","Million Litres","45.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199306","1993 June","012","Whole Milk","Million Litres","38.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199306","1993 June","013","Skimmed and Semi-skimmed milk","Million Litres","7.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","199306","1993 June","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199306","1993 June","015","Semi-skimmed milk","Million Litres","6.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199307","1993 July","001","All Milk","Million Litres","43.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","199307","1993 July","012","Whole Milk","Million Litres","37.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","199307","1993 July","013","Skimmed and Semi-skimmed milk","Million Litres","6.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199307","1993 July","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199307","1993 July","015","Semi-skimmed milk","Million Litres","6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199308","1993 August","001","All Milk","Million Litres","43.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","199308","1993 August","012","Whole Milk","Million Litres","36.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199308","1993 August","013","Skimmed and Semi-skimmed milk","Million Litres","6.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199308","1993 August","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199308","1993 August","015","Semi-skimmed milk","Million Litres","6.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","199309","1993 September","001","All Milk","Million Litres","46"
"AKM02","Milk Sales (Dairy) for Human Consumption","199309","1993 September","012","Whole Milk","Million Litres","38.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","199309","1993 September","013","Skimmed and Semi-skimmed milk","Million Litres","7.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","199309","1993 September","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199309","1993 September","015","Semi-skimmed milk","Million Litres","6.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199310","1993 October","001","All Milk","Million Litres","43.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199310","1993 October","012","Whole Milk","Million Litres","36.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199310","1993 October","013","Skimmed and Semi-skimmed milk","Million Litres","6.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","199310","1993 October","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199310","1993 October","015","Semi-skimmed milk","Million Litres","6.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","199311","1993 November","001","All Milk","Million Litres","43.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199311","1993 November","012","Whole Milk","Million Litres","36.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199311","1993 November","013","Skimmed and Semi-skimmed milk","Million Litres","6.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","199311","1993 November","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199311","1993 November","015","Semi-skimmed milk","Million Litres","6.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","199312","1993 December","001","All Milk","Million Litres","46.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","199312","1993 December","012","Whole Milk","Million Litres","39.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","199312","1993 December","013","Skimmed and Semi-skimmed milk","Million Litres","7.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","199312","1993 December","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199312","1993 December","015","Semi-skimmed milk","Million Litres","6.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199401","1994 January","001","All Milk","Million Litres","42.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","199401","1994 January","012","Whole Milk","Million Litres","36.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","199401","1994 January","013","Skimmed and Semi-skimmed milk","Million Litres","6.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199401","1994 January","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199401","1994 January","015","Semi-skimmed milk","Million Litres","6.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","199402","1994 February","001","All Milk","Million Litres","41"
"AKM02","Milk Sales (Dairy) for Human Consumption","199402","1994 February","012","Whole Milk","Million Litres","34.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199402","1994 February","013","Skimmed and Semi-skimmed milk","Million Litres","6.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199402","1994 February","014","Skimmed Milk","Million Litres","0.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199402","1994 February","015","Semi-skimmed milk","Million Litres","6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199403","1994 March","001","All Milk","Million Litres","47"
"AKM02","Milk Sales (Dairy) for Human Consumption","199403","1994 March","012","Whole Milk","Million Litres","39.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199403","1994 March","013","Skimmed and Semi-skimmed milk","Million Litres","7.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199403","1994 March","014","Skimmed Milk","Million Litres","0.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199403","1994 March","015","Semi-skimmed milk","Million Litres","6.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","199404","1994 April","001","All Milk","Million Litres","43.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","199404","1994 April","012","Whole Milk","Million Litres","36.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199404","1994 April","013","Skimmed and Semi-skimmed milk","Million Litres","6.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199404","1994 April","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199404","1994 April","015","Semi-skimmed milk","Million Litres","6.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","199405","1994 May","001","All Milk","Million Litres","43.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","199405","1994 May","012","Whole Milk","Million Litres","36.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","199405","1994 May","013","Skimmed and Semi-skimmed milk","Million Litres","6.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","199405","1994 May","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199405","1994 May","015","Semi-skimmed milk","Million Litres","6.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","199406","1994 June","001","All Milk","Million Litres","44.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","199406","1994 June","012","Whole Milk","Million Litres","37.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","199406","1994 June","013","Skimmed and Semi-skimmed milk","Million Litres","7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199406","1994 June","014","Skimmed Milk","Million Litres","0.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199406","1994 June","015","Semi-skimmed milk","Million Litres","6.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","199407","1994 July","001","All Milk","Million Litres","43.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199407","1994 July","012","Whole Milk","Million Litres","36.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","199407","1994 July","013","Skimmed and Semi-skimmed milk","Million Litres","6.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","199407","1994 July","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199407","1994 July","015","Semi-skimmed milk","Million Litres","6.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","199408","1994 August","001","All Milk","Million Litres","44"
"AKM02","Milk Sales (Dairy) for Human Consumption","199408","1994 August","012","Whole Milk","Million Litres","37.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","199408","1994 August","013","Skimmed and Semi-skimmed milk","Million Litres","6.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","199408","1994 August","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199408","1994 August","015","Semi-skimmed milk","Million Litres","6.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","199409","1994 September","001","All Milk","Million Litres","46.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","199409","1994 September","012","Whole Milk","Million Litres","39"
"AKM02","Milk Sales (Dairy) for Human Consumption","199409","1994 September","013","Skimmed and Semi-skimmed milk","Million Litres","7.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","199409","1994 September","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199409","1994 September","015","Semi-skimmed milk","Million Litres","6.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199410","1994 October","001","All Milk","Million Litres","43.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","199410","1994 October","012","Whole Milk","Million Litres","36.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","199410","1994 October","013","Skimmed and Semi-skimmed milk","Million Litres","7.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","199410","1994 October","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199410","1994 October","015","Semi-skimmed milk","Million Litres","6.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","199411","1994 November","001","All Milk","Million Litres","42.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","199411","1994 November","012","Whole Milk","Million Litres","35.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199411","1994 November","013","Skimmed and Semi-skimmed milk","Million Litres","6.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","199411","1994 November","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199411","1994 November","015","Semi-skimmed milk","Million Litres","6.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","199412","1994 December","001","All Milk","Million Litres","45.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199412","1994 December","012","Whole Milk","Million Litres","38.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","199412","1994 December","013","Skimmed and Semi-skimmed milk","Million Litres","7.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","199412","1994 December","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199412","1994 December","015","Semi-skimmed milk","Million Litres","6.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","199501","1995 January","001","All Milk","Million Litres","41.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","199501","1995 January","012","Whole Milk","Million Litres","35.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","199501","1995 January","013","Skimmed and Semi-skimmed milk","Million Litres","6.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199501","1995 January","014","Skimmed Milk","Million Litres","0.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199501","1995 January","015","Semi-skimmed milk","Million Litres","6.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","199502","1995 February","001","All Milk","Million Litres","41.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","199502","1995 February","012","Whole Milk","Million Litres","34.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","199502","1995 February","013","Skimmed and Semi-skimmed milk","Million Litres","6.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","199502","1995 February","014","Skimmed Milk","Million Litres","0.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199502","1995 February","015","Semi-skimmed milk","Million Litres","6.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","199503","1995 March","001","All Milk","Million Litres","46.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199503","1995 March","012","Whole Milk","Million Litres","39.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","199503","1995 March","013","Skimmed and Semi-skimmed milk","Million Litres","7.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199503","1995 March","014","Skimmed Milk","Million Litres","0.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","199503","1995 March","015","Semi-skimmed milk","Million Litres","6.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","199504","1995 April","001","All Milk","Million Litres","42.5"
